Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1988,Seoul,Shooting,Shooting,"ZAHONYI, Attila",HUN,Men,50M Rifle Prone (60 Shots),Bronze
1988,Seoul,Shooting,Shooting,"VARGA, Miroslav",TCH,Men,50M Rifle Prone (60 Shots),Gold
1988,Seoul,Shooting,Shooting,"CHA, Young-Chul",KOR,Men,50M Rifle Prone (60 Shots),Silver
1988,Seoul,Shooting,Shooting,"AVRAMENKO, Gennadi",URS,Men,50M Running Target (30+30 Shots),Bronze
1988,Seoul,Shooting,Shooting,"HEIESTAD, Tor",NOR,Men,50M Running Target (30+30 Shots),Gold
1988,Seoul,Shooting,Shooting,"HUANG, Shi-Ping",CHN,Men,50M Running Target (30+30 Shots),Silver
1988,Seoul,Shooting,Shooting,"GUARDIOLA HAY, Jorge",ESP,Men,Skeet (125 Targets),Bronze
1988,Seoul,Shooting,Shooting,"WEGNER, Axel",GDR,Men,Skeet (125 Targets),Gold
1988,Seoul,Shooting,Shooting,"DE IRRUARRIZAGA, Alfonso",CHI,Men,Skeet (125 Targets),Silver
1988,Seoul,Shooting,Shooting,"PEETERS, Frans",BEL,Men,Trap (125 Targets),Bronze
1988,Seoul,Shooting,Shooting,"MONAKOV, Dmitri",URS,Men,Trap (125 Targets),Gold
1988,Seoul,Shooting,Shooting,"BEDNARIK, Miloslav",TCH,Men,Trap (125 Targets),Silver
1988,Seoul,Table Tennis,Table Tennis,"AN, Jae Hyung",KOR,Men,Doubles,Bronze
1988,Seoul,Table Tennis,Table Tennis,"YOO, Nam-Kyu",KOR,Men,Doubles,Bronze
1988,Seoul,Table Tennis,Table Tennis,"CHEN, Long-Can",CHN,Men,Doubles,Gold
1988,Seoul,Table Tennis,Table Tennis,"WEI, Qing-Guang",CHN,Men,Doubles,Gold
1988,Seoul,Table Tennis,Table Tennis,"LUPULESKU, Ilija",YUG,Men,Doubles,Silver
1988,Seoul,Table Tennis,Table Tennis,"PRIMORAC, Zoran",YUG,Men,Doubles,Silver
1988,Seoul,Table Tennis,Table Tennis,"PERKUCIN, Gordana",YUG,Women,Doubles,Bronze
1988,Seoul,Table Tennis,Table Tennis,"REED, Jasna",YUG,Women,Doubles,Bronze
1988,Seoul,Table Tennis,Table Tennis,"HYUN, Jung Hwa",KOR,Women,Doubles,Gold
1988,Seoul,Table Tennis,Table Tennis,"YANG, Young-Ja",KOR,Women,Doubles,Gold
1988,Seoul,Table Tennis,Table Tennis,"CHEN, Jing",CHN,Women,Doubles,Silver
1988,Seoul,Table Tennis,Table Tennis,"JIAO, Zhi-Min",CHN,Women,Doubles,Silver
1988,Seoul,Table Tennis,Table Tennis,"LINDH, Erik",SWE,Men,Singles,Bronze
1988,Seoul,Table Tennis,Table Tennis,"YOO, Nam-Kyu",KOR,Men,Singles,Gold
1988,Seoul,Table Tennis,Table Tennis,"KIM, Ki Taik",KOR,Men,Singles,Silver
1988,Seoul,Table Tennis,Table Tennis,"JIAO, Zhi-Min",CHN,Women,Singles,Bronze
1988,Seoul,Table Tennis,Table Tennis,"CHEN, Jing",CHN,Women,Singles,Gold
1988,Seoul,Table Tennis,Table Tennis,"LI, Hui-Fen",CHN,Women,Singles,Silver
1988,Seoul,Tennis,Tennis,"EDBERG, Stefan",SWE,Men,Doubles,Bronze
1988,Seoul,Tennis,Tennis,"JARRYD, Anders",SWE,Men,Doubles,Bronze
1988,Seoul,Tennis,Tennis,"MECIR, Miloslav",TCH,Men,Doubles,Bronze
1988,Seoul,Tennis,Tennis,"SREJBER, Milan",TCH,Men,Doubles,Bronze
1988,Seoul,Tennis,Tennis,"FLACH, Kenneth",USA,Men,Doubles,Gold
1988,Seoul,Tennis,Tennis,"SEGUSO, Robert A.",USA,Men,Doubles,Gold
1988,Seoul,Tennis,Tennis,"CASAL MARTINEZ, Sergio",ESP,Men,Doubles,Silver
1988,Seoul,Tennis,Tennis,"SANCHEZ, Emilio",ESP,Men,Doubles,Silver
1988,Seoul,Tennis,Tennis,"GRAF, Steffi",FRG,Women,Doubles,Bronze
1988,Seoul,Tennis,Tennis,"KOHDE-KILSCH, Claudia",FRG,Women,Doubles,Bronze
1988,Seoul,Tennis,Tennis,"SMYLIE, Elizabeth",AUS,Women,Doubles,Bronze
1988,Seoul,Tennis,Tennis,"TURNBULL, Wendy",AUS,Women,Doubles,Bronze
1988,Seoul,Tennis,Tennis,"GARRISON, Zina",USA,Women,Doubles,Gold
1988,Seoul,Tennis,Tennis,"SHRIVER, Pamela Howard",USA,Women,Doubles,Gold
1988,Seoul,Tennis,Tennis,"NOVOTNA, Jana",TCH,Women,Doubles,Silver
1988,Seoul,Tennis,Tennis,"SUKOVA, Helena",TCH,Women,Doubles,Silver
1988,Seoul,Tennis,Tennis,"EDBERG, Stefan",SWE,Men,Singles,Bronze
1988,Seoul,Tennis,Tennis,"GILBERT, Bradley N.",USA,Men,Singles,Bronze
1988,Seoul,Tennis,Tennis,"MECIR, Miloslav",TCH,Men,Singles,Gold
1988,Seoul,Tennis,Tennis,"MAYOTTE, Timothy C.",USA,Men,Singles,Silver
1988,Seoul,Tennis,Tennis,"GARRISON, Zina",USA,Women,Singles,Bronze
1988,Seoul,Tennis,Tennis,"MALEEVA-FRAGNIERE, Manuela",BUL,Women,Singles,Bronze
1988,Seoul,Tennis,Tennis,"GRAF, Steffi",FRG,Women,Singles,Gold
1988,Seoul,Tennis,Tennis,"SABATINI, Gabriela",ARG,Women,Singles,Silver
1988,Seoul,Volleyball,Volleyball,"CASTELLANI, Daniel Jorge",ARG,Men,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"COLLA, Daniel M.",ARG,Men,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"CONTE, Hugo Nestor",ARG,Men,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"CUMINETTI, Juan Carlos",ARG,Men,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"DE PALMA, Esteban",ARG,Men,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"DIZ, Alejandro",ARG,Men,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"KANTOR, Waldo Ariel",ARG,Men,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"MARTINEZ, Esteban Eduardo",ARG,Men,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"QUIROGA, Raul Nicolas",ARG,Men,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"URIARTE, Jon Emili",ARG,Men,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"WEBER, Carlos",ARG,Men,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"ZULIANELLO, Claudio F.",ARG,Men,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"BUCK, Craig Werner",USA,Men,Volleyball,Gold
1988,Seoul,Volleyball,Volleyball,"CTVRTLIK, Robert Jan",USA,Men,Volleyball,Gold
1988,Seoul,Volleyball,Volleyball,"FORTUNE, Scott Thomas",USA,Men,Volleyball,Gold
1988,Seoul,Volleyball,Volleyball,"KIRALY, Charles",USA,Men,Volleyball,Gold
1988,Seoul,Volleyball,Volleyball,"LUYTIES, Ricci Judson",USA,Men,Volleyball,Gold
1988,Seoul,Volleyball,Volleyball,"PARTIE, Robert Douglas",USA,Men,Volleyball,Gold
1988,Seoul,Volleyball,Volleyball,"ROOT, Jonathan Edward",USA,Men,Volleyball,Gold
1988,Seoul,Volleyball,Volleyball,"SATO, Eric",USA,Men,Volleyball,Gold
1988,Seoul,Volleyball,Volleyball,"SAUNDERS, David Patrick",USA,Men,Volleyball,Gold
1988,Seoul,Volleyball,Volleyball,"STORK, Jeffrey Malcolm",USA,Men,Volleyball,Gold
1988,Seoul,Volleyball,Volleyball,"TANNER, Troy R.",USA,Men,Volleyball,Gold
1988,Seoul,Volleyball,Volleyball,"TIMMONS, Steve Dennis",USA,Men,Volleyball,Gold
1988,Seoul,Volleyball,Volleyball,"ANTONOV, Yaroslav",URS,Men,Volleyball,Silver
1988,Seoul,Volleyball,Volleyball,"CHEREDNIK, Yuri",URS,Men,Volleyball,Silver
1988,Seoul,Volleyball,Volleyball,"KRASILNIKOV, Yevgeni",URS,Men,Volleyball,Silver
1988,Seoul,Volleyball,Volleyball,"KUZNETSOV, Andrei",URS,Men,Volleyball,Silver
1988,Seoul,Volleyball,Volleyball,"LOSEV, Valeri",URS,Men,Volleyball,Silver
1988,Seoul,Volleyball,Volleyball,"PANCHENKO, Yuri",URS,Men,Volleyball,Silver
1988,Seoul,Volleyball,Volleyball,"RUNOV, Igor",URS,Men,Volleyball,Silver
1988,Seoul,Volleyball,Volleyball,"SAPEGA, Yuri",URS,Men,Volleyball,Silver
1988,Seoul,Volleyball,Volleyball,"SHKURIKHIN, Vladimir",URS,Men,Volleyball,Silver
1988,Seoul,Volleyball,Volleyball,"SOROKOLET, Aleksandr",URS,Men,Volleyball,Silver
1988,Seoul,Volleyball,Volleyball,"VILDE, Raimundas",URS,Men,Volleyball,Silver
1988,Seoul,Volleyball,Volleyball,"ZAITSEV, Viacheslav",URS,Men,Volleyball,Silver
1988,Seoul,Volleyball,Volleyball,"CUI, Yong-Mei",CHN,Women,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"HOU, Yu-Zhu",CHN,Women,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"JIANG, Ying",CHN,Women,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"LI, Guo-Jun",CHN,Women,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"LI, Yue-Ming",CHN,Women,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"SU, Huijuan",CHN,Women,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"WANG, Ya-Jun",CHN,Women,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"WU, Dan",CHN,Women,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"YANG, Xiao-Jun",CHN,Women,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"YANG, Xi-Lan",CHN,Women,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"ZHAO, Hong",CHN,Women,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"ZHENG, Mei-Zhu",CHN,Women,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"KORYTOVA, Svetlana",URS,Women,Volleyball,Gold
1988,Seoul,Volleyball,Volleyball,"KRAINOVA, Tatyana",URS,Women,Volleyball,Gold
1988,Seoul,Volleyball,Volleyball,"KRIVOSHEEVA, Olga",URS,Women,Volleyball,Gold
1988,Seoul,Volleyball,Volleyball,"KUMYSH, Marina",URS,Women,Volleyball,Gold
1988,Seoul,Volleyball,Volleyball,"NIKULINA, Marina",URS,Women,Volleyball,Gold
1988,Seoul,Volleyball,Volleyball,"OGIENKO, Valentina",URS,Women,Volleyball,Gold
1988,Seoul,Volleyball,Volleyball,"OVCHINNIKOVA, Elena",URS,Women,Volleyball,Gold
1988,Seoul,Volleyball,Volleyball,"PARKHOMCHUK, Irina",URS,Women,Volleyball,Gold
1988,Seoul,Volleyball,Volleyball,"SHKURNOVA, Olga",URS,Women,Volleyball,Gold
1988,Seoul,Volleyball,Volleyball,"SIDORENKO, Tatyana",URS,Women,Volleyball,Gold
1988,Seoul,Volleyball,Volleyball,"SMIRNOVA, Irina",URS,Women,Volleyball,Gold
1988,Seoul,Volleyball,Volleyball,"VOLKOVA, Elena",URS,Women,Volleyball,Gold
1988,Seoul,Volleyball,Volleyball,"CERVERA, Luisa",PER,Women,Volleyball,Silver
1988,Seoul,Volleyball,Volleyball,"DE LA GUERRA, Alejandra",PER,Women,Volleyball,Silver
1988,Seoul,Volleyball,Volleyball,"FAJARDO, Denisse",PER,Women,Volleyball,Silver
1988,Seoul,Volleyball,Volleyball,"GALLARDO, Miriam",PER,Women,Volleyball,Silver
1988,Seoul,Volleyball,Volleyball,"GARCIA, Rosa",PER,Women,Volleyball,Silver
1988,Seoul,Volleyball,Volleyball,"HEREDIA, Isabel",PER,Women,Volleyball,Silver
1988,Seoul,Volleyball,Volleyball,"HORNY, Katherine",PER,Women,Volleyball,Silver
1988,Seoul,Volleyball,Volleyball,"MALAGA, Natalia",PER,Women,Volleyball,Silver
1988,Seoul,Volleyball,Volleyball,"PEREZ DEL SOLAR, Gabriela",PER,Women,Volleyball,Silver
1988,Seoul,Volleyball,Volleyball,"TAIT, Cecilia",PER,Women,Volleyball,Silver
1988,Seoul,Volleyball,Volleyball,"TORREALVA, Gina",PER,Women,Volleyball,Silver
1988,Seoul,Volleyball,Volleyball,"URIBE, Cenaida",PER,Women,Volleyball,Silver
1988,Seoul,Weightlifting,Weightlifting,"HE, Zhuo-Qiang",CHN,Men,"- 52KG, Total (Flyweight)",Bronze
1988,Seoul,Weightlifting,Weightlifting,"MARINOV, Sevdalin",BUL,Men,"- 52KG, Total (Flyweight)",Gold
1988,Seoul,Weightlifting,Weightlifting,"CHUN, Byung-Kwan",KOR,Men,"- 52KG, Total (Flyweight)",Silver
1988,Seoul,Weightlifting,Weightlifting,"LIU, Shoubin",CHN,Men,"- 56KG, Total (Bantamweight)",Bronze
1988,Seoul,Weightlifting,Weightlifting,"MIRZOYAN, Oksen",URS,Men,"- 56KG, Total (Bantamweight)",Gold
1988,Seoul,Weightlifting,Weightlifting,"HE, Ying-Qiang",CHN,Men,"- 56KG, Total (Bantamweight)",Silver
1988,Seoul,Weightlifting,Weightlifting,"ZAWIEJA, Martin",FRG,Men,"+ 110KG, Total (Super Heavyweight)",Bronze
1988,Seoul,Weightlifting,Weightlifting,"KURLOVICH, Alexandre",URS,Men,"+ 110KG, Total (Super Heavyweight)",Gold
1988,Seoul,Weightlifting,Weightlifting,"NERLINGER, Manfred",FRG,Men,"+ 110KG, Total (Super Heavyweight)",Silver
1988,Seoul,Weightlifting,Weightlifting,"WELLER, Ronny",GDR,Men,"100 - 110KG, Total (Heavyweight)",Bronze
1988,Seoul,Weightlifting,Weightlifting,"ZAKHAREVICH, Yuri",URS,Men,"100 - 110KG, Total (Heavyweight)",Gold
1988,Seoul,Weightlifting,Weightlifting,"JACSO, Jozsef",HUN,Men,"100 - 110KG, Total (Heavyweight)",Silver
1988,Seoul,Weightlifting,Weightlifting,"YE, Huan-Ming",CHN,Men,"56 - 60KG, Total (Featherweight)",Bronze
1988,Seoul,Weightlifting,Weightlifting,"SULEYMANOGLU, Naim",TUR,Men,"56 - 60KG, Total (Featherweight)",Gold
1988,Seoul,Weightlifting,Weightlifting,"TOPUROV, Stefan",BUL,Men,"56 - 60KG, Total (Featherweight)",Silver
1988,Seoul,Weightlifting,Weightlifting,"LI, Jin-He",CHN,Men,"60 - 67.5KG, Total (Lightweight)",Bronze
1988,Seoul,Weightlifting,Weightlifting,"KUNZ, Joachim",GDR,Men,"60 - 67.5KG, Total (Lightweight)",Gold
1988,Seoul,Weightlifting,Weightlifting,"MILITOSIAN, Israel",URS,Men,"60 - 67.5KG, Total (Lightweight)",Silver
1988,Seoul,Weightlifting,Weightlifting,"VARBANOV, Aleksander",BUL,Men,"67.5 - 75KG, Total (Middleweight)",Bronze
1988,Seoul,Weightlifting,Weightlifting,"GIDIKOV, Borislav",BUL,Men,"67.5 - 75KG, Total (Middleweight)",Gold
1988,Seoul,Weightlifting,Weightlifting,"STEINHOEFEL, Ingo",GDR,Men,"67.5 - 75KG, Total (Middleweight)",Silver
1988,Seoul,Weightlifting,Weightlifting,"LEE, Kyung-Kun",KOR,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Bronze
1988,Seoul,Weightlifting,Weightlifting,"ARSAMAKOV, Israil",URS,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Gold
1988,Seoul,Weightlifting,Weightlifting,"MESSZI, Istvan",HUN,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Silver
1988,Seoul,Weightlifting,Weightlifting,"ZAWADA, Slawomir",POL,Men,"82.5 - 90KG, Total (Middle-Heavyweight)",Bronze
1988,Seoul,Weightlifting,Weightlifting,"KHRAPATY, Anatoli",URS,Men,"82.5 - 90KG, Total (Middle-Heavyweight)",Gold
1988,Seoul,Weightlifting,Weightlifting,"MUKHAMEDYAROV, Nail",URS,Men,"82.5 - 90KG, Total (Middle-Heavyweight)",Silver
1988,Seoul,Weightlifting,Weightlifting,"IMMESBERGER, Peter",FRG,Men,"90 - 100KG, Total (First-Heavyweight)",Bronze
1988,Seoul,Weightlifting,Weightlifting,"KUZNETSOV, Pavel",URS,Men,"90 - 100KG, Total (First-Heavyweight)",Gold
1988,Seoul,Weightlifting,Weightlifting,"VLAD, Nicu",ROU,Men,"90 - 100KG, Total (First-Heavyweight)",Silver
1988,Seoul,Wrestling,Wrestling Free.,"KARAMCHAKOV, Sergei",URS,Men,- 48KG (Light-Flyweight),Bronze
1988,Seoul,Wrestling,Wrestling Free.,"KOBAYASHI, Takashi",JPN,Men,- 48KG (Light-Flyweight),Gold
1988,Seoul,Wrestling,Wrestling Free.,"TZONOV, Ivan",BUL,Men,- 48KG (Light-Flyweight),Silver
1988,Seoul,Wrestling,Wrestling Free.,"SCHRÖDER, Andreas",GDR,Men,100 - 130KG (Super Heavyweight),Bronze
1988,Seoul,Wrestling,Wrestling Free.,"GOBEDJICHVILI, David",URS,Men,100 - 130KG (Super Heavyweight),Gold
1988,Seoul,Wrestling,Wrestling Free.,"BAUMGARTNER, Bruce Robert",USA,Men,100 - 130KG (Super Heavyweight),Silver
1988,Seoul,Wrestling,Wrestling Free.,"TOHUZOV, Vladimir",URS,Men,48 - 52KG (Flyweight),Bronze
1988,Seoul,Wrestling,Wrestling Free.,"SATO, Mitsuru",JPN,Men,48 - 52KG (Flyweight),Gold
1988,Seoul,Wrestling,Wrestling Free.,"TRSTENA, Saban",YUG,Men,48 - 52KG (Flyweight),Silver
1988,Seoul,Wrestling,Wrestling Free.,"NOH, Kyung-Sun",KOR,Men,52 - 57KG (Bantamweight),Bronze
1988,Seoul,Wrestling,Wrestling Free.,"BELOGLAZOV, Sergei",URS,Men,52 - 57KG (Bantamweight),Gold
1988,Seoul,Wrestling,Wrestling Free.,"MOHAMMADIAN, Asgari",IRI,Men,52 - 57KG (Bantamweight),Silver
1988,Seoul,Wrestling,Wrestling Free.,"CHTEREV, Simeon",BUL,Men,57 - 62KG (Featherweight),Bronze
1988,Seoul,Wrestling,Wrestling Free.,"SMITH, John",USA,Men,57 - 62KG (Featherweight),Gold
1988,Seoul,Wrestling,Wrestling Free.,"SARKISYAN, Stepan",URS,Men,57 - 62KG (Featherweight),Silver
1988,Seoul,Wrestling,Wrestling Free.,"CARR, Nathaniel",USA,Men,62 - 68KG (Lightweight),Bronze
1988,Seoul,Wrestling,Wrestling Free.,"FADZAEV, Arsen",URS,Men,62 - 68KG (Lightweight),Gold
1988,Seoul,Wrestling,Wrestling Free.,"PARK, Jang-Soon",KOR,Men,62 - 68KG (Lightweight),Silver
1988,Seoul,Wrestling,Wrestling Free.,"SOFIADI-RAKHMAT, Sukra",BUL,Men,68 - 74KG (Welterweight),Bronze
1988,Seoul,Wrestling,Wrestling Free.,"MONDAY, Kenneth",USA,Men,68 - 74KG (Welterweight),Gold
1988,Seoul,Wrestling,Wrestling Free.,"VARAEV, Adlan",URS,Men,68 - 74KG (Welterweight),Silver
1988,Seoul,Wrestling,Wrestling Free.,"LOHYNA, Jozef",TCH,Men,74 - 82KG (Middleweight),Bronze
1988,Seoul,Wrestling,Wrestling Free.,"HAN, Myung-Woo",KOR,Men,74 - 82KG (Middleweight),Gold
1988,Seoul,Wrestling,Wrestling Free.,"GENCALP, Necmi",TUR,Men,74 - 82KG (Middleweight),Silver
1988,Seoul,Wrestling,Wrestling Free.,"KIM, Tae-Woo",KOR,Men,82 - 90KG (Light-Heavyweight),Bronze
1988,Seoul,Wrestling,Wrestling Free.,"KHADARTSEV, Makharbek",URS,Men,82 - 90KG (Light-Heavyweight),Gold
1988,Seoul,Wrestling,Wrestling Free.,"OTA, Akira",JPN,Men,82 - 90KG (Light-Heavyweight),Silver
1988,Seoul,Wrestling,Wrestling Free.,"SCHERR, William Edwin",USA,Men,90 - 100KG (Heavyweight),Bronze
1988,Seoul,Wrestling,Wrestling Free.,"PUSCASU, Vasile",ROU,Men,90 - 100KG (Heavyweight),Gold
1988,Seoul,Wrestling,Wrestling Free.,"KHABELOV, Yuri",URS,Men,90 - 100KG (Heavyweight),Silver
1988,Seoul,Wrestling,Wrestling Gre-R,"TSENOV, Bratan Tzenov",BUL,Men,- 48KG (Light-Flyweight),Bronze
1988,Seoul,Wrestling,Wrestling Gre-R,"MAENZA, Vincenzo",ITA,Men,- 48KG (Light-Flyweight),Gold
1988,Seoul,Wrestling,Wrestling Gre-R,"GLAB, Andrzej",POL,Men,- 48KG (Light-Flyweight),Silver
1988,Seoul,Wrestling,Wrestling Gre-R,"JOHANSSON, Tomas",SWE,Men,100 - 130KG (Super Heavyweight),Bronze
1988,Seoul,Wrestling,Wrestling Gre-R,"KARELIN, Aleksandr",URS,Men,100 - 130KG (Super Heavyweight),Gold
1988,Seoul,Wrestling,Wrestling Gre-R,"GEROVSKI, Rangel Ivanov",BUL,Men,100 - 130KG (Super Heavyweight),Silver
1988,Seoul,Wrestling,Wrestling Gre-R,"LEE, Jae-Suk",KOR,Men,48 - 52KG (Flyweight),Bronze
1988,Seoul,Wrestling,Wrestling Gre-R,"RÖNNINGEN, Jon",NOR,Men,48 - 52KG (Flyweight),Gold
1988,Seoul,Wrestling,Wrestling Gre-R,"MIYAHARA, Atsuji",JPN,Men,48 - 52KG (Flyweight),Silver
1988,Seoul,Wrestling,Wrestling Gre-R,"HOLIDIS, Charalambos",GRE,Men,52 - 57KG (Bantamweight),Bronze
1988,Seoul,Wrestling,Wrestling Gre-R,"SIKE, Andras",HUN,Men,52 - 57KG (Bantamweight),Gold
1988,Seoul,Wrestling,Wrestling Gre-R,"BALOV, Stoyan",BUL,Men,52 - 57KG (Bantamweight),Silver
1988,Seoul,Wrestling,Wrestling Gre-R,"AN, Dae-Hyun",KOR,Men,57 - 62KG (Featherweight),Bronze
1988,Seoul,Wrestling,Wrestling Gre-R,"MADZHIDOV, Kamandar",URS,Men,57 - 62KG (Featherweight),Gold
1988,Seoul,Wrestling,Wrestling Gre-R,"VANGELOV, Jivko",BUL,Men,57 - 62KG (Featherweight),Silver
1988,Seoul,Wrestling,Wrestling Gre-R,"SIPILA, Tapio",FIN,Men,62 - 68KG (Lightweight),Bronze
1988,Seoul,Wrestling,Wrestling Gre-R,"DJULFALAKIAN, Levon",URS,Men,62 - 68KG (Lightweight),Gold
1988,Seoul,Wrestling,Wrestling Gre-R,"KIM, Sung-Moon",KOR,Men,62 - 68KG (Lightweight),Silver
1988,Seoul,Wrestling,Wrestling Gre-R,"TRACZ, Jozef",POL,Men,68 - 74KG (Welterweight),Bronze
1988,Seoul,Wrestling,Wrestling Gre-R,"KIM, Young-Nam",KOR,Men,68 - 74KG (Welterweight),Gold
1988,Seoul,Wrestling,Wrestling Gre-R,"TURLYKHANOV, Daulet",URS,Men,68 - 74KG (Welterweight),Silver
1988,Seoul,Wrestling,Wrestling Gre-R,"KIM, Sang-Kyu",KOR,Men,74 - 82KG (Middleweight),Bronze
1988,Seoul,Wrestling,Wrestling Gre-R,"MAMIASHVILI, Mikhail",URS,Men,74 - 82KG (Middleweight),Gold
1988,Seoul,Wrestling,Wrestling Gre-R,"KOMAROMI, Tibor",HUN,Men,74 - 82KG (Middleweight),Silver
1988,Seoul,Wrestling,Wrestling Gre-R,"POPOV, Vladimir",URS,Men,82 - 90KG (Light-Heavyweight),Bronze
1988,Seoul,Wrestling,Wrestling Gre-R,"KOMCHEV, Atanas Slavov",BUL,Men,82 - 90KG (Light-Heavyweight),Gold
1988,Seoul,Wrestling,Wrestling Gre-R,"KOSKELA, Harri Matias",FIN,Men,82 - 90KG (Light-Heavyweight),Silver
1988,Seoul,Wrestling,Wrestling Gre-R,"KOSLOWSKI, Dennis Marvin",USA,Men,90 - 100KG (Heavyweight),Bronze
1988,Seoul,Wrestling,Wrestling Gre-R,"WRONSKI, Andrzej",POL,Men,90 - 100KG (Heavyweight),Gold
1988,Seoul,Wrestling,Wrestling Gre-R,"HIMMEL, Gerhard",FRG,Men,90 - 100KG (Heavyweight),Silver
